,name,state,price in €,rooms,size
946,Apartment Hoekschewaardweg,1025 PD Amsterdam (Tuindorp Buiksloot),"1,400 per month",2 rooms,72 m²
947,Apartment Merlijnstraat,1055 DE Amsterdam (Erasmuspark),"2,150 per month",4 rooms,90 m²
948,Apartment Oostenburgervoorstraat,1018 MR Amsterdam (Oostelijke Eilanden/Kadijken),"1,675 per month",2 rooms,75 m²
949,Apartment Oostzaanstraat 187,1013 WH Amsterdam (Spaarndammer- en Zeeheldenbuurt),"1,300 per month",2 rooms,53 m²
950,Apartment Bella Vistastraat,1096 GM Amsterdam (Omval/Overamstel),"2,850 per month",4 rooms,136 m²
951,Apartment IJburglaan,1086 ZJ Amsterdam (IJburg West),"2,000 per month",4 rooms,93 m²
952,Apartment Van Leijenberghlaan 127,1082 GD Amsterdam (Buitenveldert-Oost),"2,150 per month",4 rooms,127 m²
953,Apartment Willem Heselaarsstraat,1069 KA Amsterdam (Osdorp-Midden),"1,750 per month",3 rooms,90 m²
954,Apartment Violettenstraat,1015 NP Amsterdam (Jordaan),"1,950 per month",2 rooms,84 m²
955,Apartment Govert Flinckstraat,1074 CA Amsterdam (Oude Pijp),"1,500 per month",3 rooms,60 m²
956,Apartment Uiterwaardenstraat,1079 BS Amsterdam (Rijnbuurt),"1,750 per month",2 rooms,56 m²
957,Apartment Koggestraat 7 H,1012 TA Amsterdam (Burgwallen-Nieuwe Zijde),"1,600 per month",2 rooms,56 m²
958,Apartment Rijnstraat 222 1,1079 HV Amsterdam (Rijnbuurt),"1,750 per month",2 rooms,83 m²
959,Apartment Tweede Anjeliersdwarsstraat,1015 NS Amsterdam (Jordaan),"2,750 per month",5 rooms,125 m²
960,Apartment Anjeliersstraat,1015 ND Amsterdam (Jordaan),"1,500 per month",2 rooms,41 m²
961,Apartment Amstelveenseweg 318 1,1076 CS Amsterdam (Stadionbuurt),"1,750 per month",3 rooms,70 m²
962,Apartment Tweede Helmersstraat,1054 CC Amsterdam (Helmersbuurt),"1,500 per month",2 rooms,38 m²
963,Apartment Boterbloemstraat,1032 LV Amsterdam (Noordelijke IJ-oevers West),"2,500 per month",4 rooms,100 m²
964,Apartment Jan Puntstraat 33,1065 MB Amsterdam (Slotervaart Zuid),"1,250 per month",3 rooms,50 m²
965,Apartment Reinier Engelmanstraat 27,1065 TT Amsterdam (Slotervaart Zuid),"1,150 per month",2 rooms,42 m²
966,Apartment De Genestetstraat,1054 AW Amsterdam (Helmersbuurt),"2,200 per month",3 rooms,80 m²
967,Apartment David Wijnkoopstraat 1,1069 RH Amsterdam (Osdorp-Midden),"1,200 per month",2 rooms,41 m²
968,Apartment Marnixstraat,1015 WE Amsterdam (Jordaan),"1,700 per month",2 rooms,44 m²
969,Apartment Hoofdweg 147 B,1057 CN Amsterdam (Hoofdweg e.o.),"2,100 per month",4 rooms,86 m²
970,Apartment Johannes Vermeerstraat 81 boven,1071 DP Amsterdam (Museumkwartier),"7,000 per month",8 rooms,260 m²
971,Apartment Keizersgracht,1017 DW Amsterdam (Grachtengordel-Zuid),"2,800 per month",3 rooms,141 m²
972,Apartment Mary van der Sluisstraat 290,1095 ME Amsterdam (Zeeburgereiland/Nieuwe Diep),"2,000 per month",3 rooms,95 m²
973,Apartment Loenermark 136,1025 SM Amsterdam (Buikslotermeer),"1,575 per month",3 rooms,82 m²
974,Apartment Frederik Hendrikstraat 77 2,1052 HM Amsterdam (Frederik Hendrikbuurt),"1,650 per month",2 rooms,43 m²
975,Apartment Alexander Boersstraat 31 2,1071 KV Amsterdam (Museumkwartier),"4,000 per month",3 rooms,120 m²
976,Apartment Derde Looiersdwarsstraat 2 H,1016 VE Amsterdam (Jordaan),"1,995 per month",2 rooms,79 m²
977,Apartment Binnen Bantammerstraat 9 B,1011 CH Amsterdam (Nieuwmarkt/Lastage),"2,200 per month",2 rooms,106 m²
978,Apartment Jacob van Lennepkade,1054 ZG Amsterdam (Helmersbuurt),"3,150 per month",5 rooms,135 m²
979,Apartment Stromarkt,1012 SW Amsterdam (Burgwallen-Nieuwe Zijde),"2,350 per month",2 rooms,65 m²
980,Apartment Ruysdaelkade,1072 AG Amsterdam (Oude Pijp),"3,750 per month",5 rooms,155 m²
981,Apartment Oeverpad,1068 PH Amsterdam (Osdorp-Oost),"1,600 per month",3 rooms,85 m²
982,Apartment Rustenburgerstraat,1073 GD Amsterdam (Nieuwe Pijp),"2,499 per month",3 rooms,110 m²
983,Apartment Henri Polaklaan 42 2,1018 CT Amsterdam (Weesperbuurt/Plantage),"3,500 per month",5 rooms,127 m²
984,House Leiduinstraat 20 II,1058 SK Amsterdam (Hoofddorppleinbuurt),"1,575 per month",2 rooms,60 m²
985,Apartment Jekerstraat 37 3,1078 LX Amsterdam (Scheldebuurt),"1,950 per month",3 rooms,90 m²
986,Apartment Bilderdijkstraat,1052 NA Amsterdam (Da Costabuurt),"3,750 per month",4 rooms,154 m²
987,Apartment Van Eeghenstraat,1071 GD Amsterdam (Museumkwartier),"5,500 per month",5 rooms,196 m²
988,Apartment Rijnstraat 188 III,1079 HS Amsterdam (Rijnbuurt),"1,850 per month",5 rooms,85 m²
989,Apartment Meeuwenlaan 65 3,1021 HV Amsterdam (IJplein/Vogelbuurt),"1,500 per month",2 rooms,45 m²
990,Apartment Pigmentstraat 41,1019 AN Amsterdam (Indische Buurt Oost),"2,200 per month",3 rooms,95 m²
991,House Da Costakade,1052 SH Amsterdam (Da Costabuurt),"1,550 per month",2 rooms,33 m²
992,Apartment Amstelveenseweg 318 1,1076 CS Amsterdam (Stadionbuurt),"1,750 per month",3 rooms,70 m²
993,Apartment Wiborgeiland 135,1014 ZC Amsterdam (Houthavens),"2,500 per month",4 rooms,100 m²
994,Apartment Gijsbrecht van Aemstelstraat 3 bg,1091 TA Amsterdam (Weesperzijde),"2,500 per month",3 rooms,80 m²
995,Apartment Carnapstraat 229,1062 KZ Amsterdam (Westlandgracht),"2,250 per month",4 rooms,125 m²
996,Apartment Bloemgracht 41 D,1016 KD Amsterdam (Jordaan),"1,650 per month",2 rooms,50 m²
997,Apartment Marnixstraat,1015 VD Amsterdam (Jordaan),"1,645 per month",3 rooms,63 m²
998,Apartment Gapersteeg,1012 NR Amsterdam (Burgwallen-Nieuwe Zijde),"2,250 per month",3 rooms,88 m²
999,Apartment Binnen Vissersstraat 3 hs,1013 GC Amsterdam (Haarlemmerbuurt),"1,795 per month",3 rooms,82 m²
1000,Apartment Nieuwe Hoogstraat 6 III,1011 HE Amsterdam (Nieuwmarkt/Lastage),"1,600 per month",2 rooms,55 m²
1001,Apartment Claude Debussylaan 219 221,1082 MC Amsterdam (Zuidas),"2,700 per month",3 rooms,213 m²
1002,Apartment Silodam 208 pp,1013 AS Amsterdam (Houthavens),"2,100 per month",3 rooms,85 m²
1003,Apartment Van Ostadestraat 240 3,1073 TV Amsterdam (Nieuwe Pijp),"2,150 per month",3 rooms,75 m²
1004,Apartment Willemsparkweg 218 I,1071 HX Amsterdam (Museumkwartier),"1,650 per month",2 rooms,40 m²
1005,Apartment Kanaalstraat,1054 XD Amsterdam (Overtoomse Sluis),"2,000 per month",3 rooms,75 m²
1006,House Bosrankstraat 27,1032 LH Amsterdam (Noordelijke IJ-oevers West),"4,000 per month",5 rooms,195 m²
1007,Apartment Beemsterstraat 542 d2,1024 BV Amsterdam (Waterlandpleinbuurt),"1,295 per month",3 rooms,83 m²
1008,Apartment Plantage Parklaan 9 B,1018 SR Amsterdam (Weesperbuurt/Plantage),"7,500 per month",4 rooms,260 m²
1009,Apartment De Lairessestraat,1075 HM Amsterdam (Willemspark),"4,500 per month",4 rooms,145 m²
1010,Apartment Vinkenstraat,1013 JN Amsterdam (Haarlemmerbuurt),"1,525 per month",2 rooms,50 m²
1011,Apartment Keizersgracht 523 1,1017 DP Amsterdam (Grachtengordel-Zuid),"2,350 per month",2 rooms,95 m²
1012,Apartment Bijlmerdreef,"1103 TA Amsterdam (Bijlmer Oost (E,G,K))","2,000 per month",6 rooms,135 m²
1013,Apartment Prinsengracht 453 A,1016 HN Amsterdam (Grachtengordel-West),"2,250 per month",2 rooms,65 m²
1014,Apartment Keizersgracht,1016 DT Amsterdam (Grachtengordel-West),"2,500 per month",2 rooms,66 m²
1015,Apartment Tuinstraat 62 A,1015 PG Amsterdam (Jordaan),"1,750 per month",2 rooms,100 m²
1016,Apartment Allard Piersonstraat 7 II,1053 ZX Amsterdam (Da Costabuurt),"2,500 per month",3 rooms,85 m²
1017,Apartment Dam,1012 JS Amsterdam (Burgwallen-Oude Zijde),"7,000 per month",3 rooms,125 m²
1018,Apartment Koninginneweg,1075 CT Amsterdam (Willemspark),"4,250 per month",4 rooms,147 m²
1019,House Bloemgracht,1016 KJ Amsterdam (Jordaan),"2,500 per month",3 rooms,100 m²
1020,House Herengracht 222,1016 BT Amsterdam (Grachtengordel-West),"7,000 per month",8 rooms,350 m²
1021,Apartment Nicolaas Witsenkade 31 M,1017 ZT Amsterdam (De Weteringschans),"2,950 per month",3 rooms,105 m²
1022,House Nieuwe Keizersgracht,1018 VG Amsterdam (Weesperbuurt/Plantage),"1,850 per month",2 rooms,58 m²
1023,House Herengracht 294,1016 BX Amsterdam (Grachtengordel-West),"4,950 per month",10 rooms,240 m²
1024,Apartment Jacob van Lennepstraat 230 A,1053 KB Amsterdam (Van Lennepbuurt),"2,750 per month",5 rooms,117 m²
1025,Apartment Amstelveenseweg 318 1,1076 CS Amsterdam (Stadionbuurt),"1,750 per month",3 rooms,70 m²
1026,House Archimedesweg,1098 JK Amsterdam (Middenmeer),"3,500 per month",7 rooms,180 m²
1027,Apartment Schinkelkade 67 A8,1075 VM Amsterdam (Schinkelbuurt),"1,397 per month",3 rooms,83 m²
1028,Apartment Klaprozenweg,1032 KX Amsterdam (Noordelijke IJ-oevers West),"2,000 per month",3 rooms,120 m²
1029,Apartment Sophialaan 41 2,1075 BM Amsterdam (Willemspark),"6,800 per month",7 rooms,189 m²
1030,Apartment Banstraat,1071 JX Amsterdam (Museumkwartier),"4,760 per month",8 rooms,170 m²
1031,Apartment Ferguutstraat,1055 SW Amsterdam (Erasmuspark),"1,595 per month",3 rooms,50 m²
1032,Apartment Elzenhagensingel,1022 LA Amsterdam (Elzenhagen),"1,495 per month",3 rooms,88 m²
1033,Apartment Willem de Zwijgerlaan,1055 RD Amsterdam (Landlust),"1,400 per month",2 rooms,60 m²
1034,Apartment Ladogameerhof 258,1060 RG Amsterdam (Middelveldsche Akerpolder),"1,950 per month",3 rooms,92 m²
1035,Apartment Valeriusplein,1075 BH Amsterdam (Willemspark),"5,300 per month",5 rooms,138 m²
1036,Apartment Bickerswerf,1013 KV Amsterdam (Haarlemmerbuurt),"1,850 per month",3 rooms,80 m²
1037,Apartment Leidsekade,1016 CW Amsterdam (Jordaan),"3,780 per month",3 rooms,92 m²
1038,Apartment IJsselmeerstraat,1024 ML Amsterdam (Waterlandpleinbuurt),"2,400 per month",4 rooms,130 m²
1039,Apartment Warmoesstraat 50 H,1012 JE Amsterdam (Burgwallen-Oude Zijde),"1,950 per month",2 rooms,41 m²
1040,House Westerdok 73,1013 AZ Amsterdam (Haarlemmerbuurt),"2,250 per month",3 rooms,100 m²
1041,Apartment Herengracht 579 2,1017 CD Amsterdam (Grachtengordel-Zuid),"4,750 per month",3 rooms,125 m²
1042,Apartment VOC-kade,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),"1,595 per month",2 rooms,48 m²
1043,Apartment VOC-kade,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),"1,595 per month",2 rooms,48 m²
1044,Apartment Kerkstraat,1017 GR Amsterdam (Grachtengordel-Zuid),"2,150 per month",3 rooms,75 m²
1045,Apartment Pieter Cornelisz. Hooftstraat,1071 CG Amsterdam (Museumkwartier),"2,900 per month",3 rooms,79 m²
1046,Apartment Sint Willibrordusstraat 64 C,1073 VD Amsterdam (Nieuwe Pijp),"1,300 per month",1 room,28 m²
1047,Apartment Marcusstraat 13 H,1091 TH Amsterdam (Weesperzijde),"1,650 per month",2 rooms,50 m²
1048,Apartment Marcusstraat 13 2,1091 TH Amsterdam (Weesperzijde),"1,850 per month",3 rooms,65 m²
1049,Apartment Amsteldijk,1078 RT Amsterdam (IJselbuurt),"2,050 per month",3 rooms,68 m²
1050,Apartment Johannes Verhulststraat 74 2,1071 NJ Amsterdam (Museumkwartier),"6,750 per month",7 rooms,187 m²
1051,Apartment Valeriusstraat,1075 GM Amsterdam (Willemspark),"2,695 per month",3 rooms,85 m²
1052,Apartment Céramiquelaan,1031 KG Amsterdam (Noordelijke IJ-oevers West),"3,000 per month",4 rooms,118 m²
1053,Apartment Ben van Meerendonkstraat 277,1087 LN Amsterdam (IJburg Zuid),"1,650 per month",3 rooms,80 m²
1054,Apartment Driekoningenstraat,1016 AL Amsterdam (Grachtengordel-West),"1,950 per month",3 rooms,100 m²
1055,Apartment Van Eeghenstraat 44 hs,1071 GJ Amsterdam (Museumkwartier),"4,750 per month",4 rooms,140 m²
1056,Apartment Jacob van Lennepstraat 230 A,1053 KB Amsterdam (Van Lennepbuurt),"2,750 per month",5 rooms,117 m²
1057,Apartment Anjeliersstraat,1015 ND Amsterdam (Jordaan),"1,500 per month",2 rooms,41 m²
1058,Apartment Johannes Verhulststraat,1071 NL Amsterdam (Museumkwartier),"4,500 per month",4 rooms,150 m²
1059,House Warmoesstraat 83 I,1012 HZ Amsterdam (Burgwallen-Oude Zijde),"1,660 per month",3 rooms,89 m²
1060,Apartment Emmy Andriessestraat 562,1087 NE Amsterdam (IJburg Zuid),"3,219 per month",4 rooms,185 m²
1061,Apartment Rookmelderstraat,1019 VS Amsterdam (Indische Buurt Oost),"3,250 per month",4 rooms,118 m²
1062,Apartment Keizersgracht 768 B,1017 EB Amsterdam (Grachtengordel-Zuid),"3,000 per month",3 rooms,125 m²
1063,Apartment Ferdinand Bolstraat,1072 LA Amsterdam (Oude Pijp),"2,750 per month",4 rooms,120 m²
1064,Apartment Pieter Calandlaan,1060 TW Amsterdam (Middelveldsche Akerpolder),"2,100 per month",4 rooms,94 m²
1065,Apartment VOC-kade 196,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),"1,450 per month",2 rooms,60 m²
1066,Apartment VOC-kade 214,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),"1,550 per month",2 rooms,71 m²
1067,Apartment VOC-kade 232,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),"1,450 per month",2 rooms,60 m²
1068,Apartment VOC-kade 206,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),"1,500 per month",2 rooms,63 m²
1069,Apartment Granidastraat,1055 HR Amsterdam (Landlust),"2,000 per month",3 rooms,100 m²
1070,Apartment VOC-kade 184,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),"1,450 per month",2 rooms,60 m²
1071,Apartment VOC-kade 180,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),"1,600 per month",3 rooms,73 m²
1072,Apartment VOC-kade 164,1018 LG Amsterdam (Oostelijke Eilanden/Kadijken),"1,525 per month",2 rooms,66 m²
1073,Apartment Van Leijenberghlaan 4 K,1082 GM Amsterdam (Buitenveldert-West),"3,250 per month",3 rooms,120 m²
1074,Apartment Valkenburgerstraat 220,1011 ND Amsterdam (Nieuwmarkt/Lastage),"1,800 per month",2 rooms,70 m²
1075,Apartment Weerdestein,1083 GD Amsterdam (Buitenveldert-Oost),"2,100 per month",4 rooms,110 m²
1076,Apartment Albert Molhof,1031 JK Amsterdam (Noordelijke IJ-oevers West),"1,790 per month",3 rooms,84 m²
1077,Apartment Beethovenstraat,1077 JS Amsterdam (Apollobuurt),"3,250 per month",4 rooms,140 m²
1078,Apartment Willem de Zwijgerlaan 250,1055 RD Amsterdam (Landlust),975 per month,1 room,16 m²
1079,Apartment Botticellistraat,1077 EZ Amsterdam (Apollobuurt),"2,400 per month",3 rooms,90 m²
1080,Apartment Teilingen,1082 JS Amsterdam (Buitenveldert-West),"5,500 per month",3 rooms,262 m²
1081,Apartment Stadionweg 180 3,1077 TC Amsterdam (Apollobuurt),"2,300 per month",4 rooms,106 m²
1082,Apartment Johan Hofmanstraat,1069 KE Amsterdam (Osdorp-Midden),"1,750 per month",3 rooms,96 m²
1083,Apartment Nieuwezijds Voorburgwal,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),"5,000 per month",4 rooms,180 m²
1084,Apartment Haparandadam,1013 AK Amsterdam (Houthavens),"7,500 per month",5 rooms,257 m²
1085,Studio John M. Keynesplein 2,1066 EP Amsterdam (Sloter-/Riekerpolder),"1,195 per month",1 room,23 m²
1086,Apartment Nieuwpoortstraat 94 A15,1055 RZ Amsterdam (Landlust),"1,600 per month",2 rooms,56 m²
1087,House Ouborg 6,1083 AE Amsterdam (Buitenveldert-Oost),"8,250 per month",6 rooms,201 m²
1088,Apartment Amstelveenseweg 318 1,1076 CS Amsterdam (Stadionbuurt),"1,750 per month",3 rooms,70 m²
1089,Apartment Jacob van Lennepstraat 230 A,1053 KB Amsterdam (Van Lennepbuurt),"2,750 per month",5 rooms,117 m²
1090,Apartment Ladogameerhof,1060 RE Amsterdam (Middelveldsche Akerpolder),"1,750 per month",3 rooms,70 m²
1091,Apartment Willem de Zwijgerlaan 275 1,1055 RD Amsterdam (Landlust),"1,075 per month",1 room,15 m²
1092,Apartment Pieter Cornelisz. Hooftstraat 69 I,1071 BP Amsterdam (Museumkwartier),"5,300 per month",5 rooms,204 m²
1093,Apartment Valeriusstraat 133 HS,1075 ES Amsterdam (Willemspark),"4,950 per month",5 rooms,200 m²
1094,Apartment Sloterkade 166 M,1059 EB Amsterdam (Hoofddorppleinbuurt),"2,350 per month",3 rooms,105 m²
1095,Apartment Beulingstraat,1017 BA Amsterdam (Grachtengordel-Zuid),"3,300 per month",3 rooms,120 m²
1096,Apartment Koninginneweg,1075 CV Amsterdam (Willemspark),"3,500 per month",3 rooms,115 m²
1097,Apartment Herengracht 187 A,1016 BE Amsterdam (Grachtengordel-West),"3,950 per month",3 rooms,130 m²
1098,Apartment Duivendrechtsekade,1096 AH Amsterdam (Omval/Overamstel),565 per month,1 room,19 m²
1099,Apartment Vossiusstraat,1071 AD Amsterdam (Museumkwartier),"2,925 per month",3 rooms,80 m²
1100,Apartment Govert Flinckstraat,1072 EM Amsterdam (Oude Pijp),"3,300 per month",3 rooms,101 m²
1101,House Herengracht,1016 BN Amsterdam (Grachtengordel-West),"2,650 per month",2 rooms,90 m²
1102,House Admiraal De Ruijterweg 226 D,1055 ML Amsterdam (Landlust),"2,395 per month",4 rooms,126 m²
1103,House Sloterweg,1066 CA Amsterdam (Sloter-/Riekerpolder),"4,500 per month",7 rooms,187 m²
1104,House Karthuizersstraat,1015 LP Amsterdam (Jordaan),"3,250 per month",4 rooms,90 m²
1105,Apartment Cornelis Schuytstraat,1071 JH Amsterdam (Museumkwartier),"4,475 per month",4 rooms,126 m²
1106,Apartment Voorsteven 92,1034 SP Amsterdam (Banne Buiksloot),"2,650 per month",4 rooms,95 m²
1107,Apartment Bloedstraat,1012 BS Amsterdam (Burgwallen-Oude Zijde),"1,700 per month",3 rooms,85 m²
1108,Apartment Singel 99 bel,1012 VG Amsterdam (Burgwallen-Nieuwe Zijde),"2,995 per month",4 rooms,120 m²
1109,Apartment H. Gerhardstraat,1069 TD Amsterdam (Osdorp-Midden),"2,500 per month",4 rooms,115 m²
1110,Apartment Herengracht 187 C,1016 BE Amsterdam (Grachtengordel-West),"2,750 per month",3 rooms,104 m²
1111,Apartment NDSM-pier 3,1033 RG Amsterdam (Noordelijke IJ-oevers West),850 per month,1 room,14 m²
1112,Apartment Domela Nieuwenhuisstraat,1069 SR Amsterdam (Osdorp-Midden),"2,500 per month",4 rooms,100 m²
1113,Apartment Van Oldenbarneveldtstraat,1052 KC Amsterdam (Frederik Hendrikbuurt),"1,500 per month",2 rooms,80 m²
1114,House Pietersbergweg 53 A,1105 BM Amsterdam (Amstel III/Bullewijk),"1,300 per month",1 room,53 m²
1115,House Pietersbergweg 21 C,1105 BM Amsterdam (Amstel III/Bullewijk),"1,540 per month",3 rooms,78 m²
1116,House Pietersbergweg 27 A,1105 BM Amsterdam (Amstel III/Bullewijk),"1,729 per month",3 rooms,91 m²
1117,House Pietersbergweg 23 B,1105 BM Amsterdam (Amstel III/Bullewijk),"1,658 per month",3 rooms,85 m²
1118,House Pietersbergweg 29 A,1105 BM Amsterdam (Amstel III/Bullewijk),"1,729 per month",3 rooms,91 m²
1119,House Pietersbergweg 25 A,1105 BM Amsterdam (Amstel III/Bullewijk),"1,729 per month",3 rooms,91 m²
1120,Apartment Amstelveenseweg 318 1,1076 CS Amsterdam (Stadionbuurt),"1,750 per month",3 rooms,70 m²
1121,Apartment Anjeliersstraat,1015 ND Amsterdam (Jordaan),"1,500 per month",2 rooms,41 m²
1122,House Pietersbergweg 37 A,1105 BM Amsterdam (Amstel III/Bullewijk),"1,843 per month",3 rooms,92 m²
1123,House Lange Vonder 104,1035 JZ Amsterdam (Oostzanerwerf),"1,950 per month",4 rooms,95 m²
1124,Apartment Joris Ivensplein 78,1087 BP Amsterdam (IJburg West),"1,575 per month",3 rooms,116 m²
1125,Apartment Stadhouderskade 18 B,1054 ES Amsterdam (Vondelbuurt),"6,800 per month",6 rooms,210 m²
1126,Apartment Rooseveltlaan 8 2,1078 NH Amsterdam (Scheldebuurt),"3,000 per month",4 rooms,146 m²
1127,House Sloterweg 785,1066 CA Amsterdam (Sloter-/Riekerpolder),"4,500 per month",7 rooms,190 m²
1128,Apartment Jacob Obrechtstraat,1071 KC Amsterdam (Museumkwartier),"3,000 per month",6 rooms,125 m²
1129,Apartment Apollolaan 187 3,1077 AV Amsterdam (Apollobuurt),"10,000 per month",7 rooms,260 m²
1130,Apartment tt. Vasumweg,1033 SC Amsterdam (Noordelijke IJ-oevers West),"1,550 per month",2 rooms,98 m²
1131,Apartment IJdok 151,1013 MM Amsterdam (Haarlemmerbuurt),"6,950 per month",3 rooms,288 m²
1132,House Amsteldijk 275,1079 LL Amsterdam (Rijnbuurt),"1,750 per month",2 rooms,90 m²
1133,Apartment Javakade,1019 RV Amsterdam (Oostelijk Havengebied),"2,150 per month",3 rooms,114 m²
1134,Apartment Archimedesweg,1098 JL Amsterdam (Middenmeer),"3,950 per month",6 rooms,195 m²
1135,Apartment Korte Ouderkerkerdijk 5 S,1096 AC Amsterdam (Omval/Overamstel),"3,750 per month",3 rooms,140 m²
1136,Apartment Herengracht,1017 BS Amsterdam (Grachtengordel-Zuid),"2,000 per month",2 rooms,80 m²
1137,Apartment Amstelveenseweg,1075 XL Amsterdam (Schinkelbuurt),"1,950 per month",2 rooms,82 m²
1138,Apartment Oostenburgermiddenstraat,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),"1,950 per month",3 rooms,87 m²
1139,Apartment Oostenburgermiddenstraat,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),"1,675 per month",2 rooms,76 m²
1140,Apartment Oostenburgermiddenstraat,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),"2,750 per month",3 rooms,105 m²
1141,House Keizersgracht 372,1016 GA Amsterdam (Grachtengordel-West),"5,995 per month",10 rooms,244 m²
1142,Apartment Gustav Mahlerlaan 74,1082 ME Amsterdam (Zuidas),"2,270 per month",3 rooms,180 m²
1143,Apartment Stadionweg,1077 ST Amsterdam (Apollobuurt),"2,245 per month",3 rooms,120 m²
1144,Apartment Oudeschans 62,1011 LD Amsterdam (Nieuwmarkt/Lastage),"6,000 per month",4 rooms,190 m²
1145,Apartment Joos Banckersplantsoen,1056 LD Amsterdam (Landlust),"2,000 per month",5 rooms,124 m²
1146,House Alexander Boersstraat 15,1071 KT Amsterdam (Museumkwartier),"10,000 per month",8 rooms,290 m²
1147,Apartment Koningslaan 24 B,1075 AD Amsterdam (Willemspark),"3,950 per month",3 rooms,95 m²
1148,Apartment Hemonylaan,1074 BH Amsterdam (Oude Pijp),"2,300 per month",3 rooms,63 m²
1149,House A. Reitsmakade 17,1060 RJ Amsterdam (Middelveldsche Akerpolder),"3,000 per month",5 rooms,140 m²
1150,Apartment De Lairessestraat 96 II-L,1071 PJ Amsterdam (Museumkwartier),"6,250 per month",5 rooms,175 m²
1151,Apartment Cliostraat 12 IV,1077 KG Amsterdam (Apollobuurt),"2,850 per month",3 rooms,79 m²
1152,Apartment Wiborgeiland 135,1014 ZC Amsterdam (Houthavens),"2,500 per month",4 rooms,100 m²
1153,Apartment Jacob van Lennepstraat 230 A,1053 KB Amsterdam (Van Lennepbuurt),"2,750 per month",5 rooms,117 m²
1154,Apartment Beethovenstraat,1077 JT Amsterdam (Apollobuurt),"3,250 per month",4 rooms,140 m²
1155,Apartment John Blankensteinstraat,1095 MB Amsterdam (Zeeburgereiland/Nieuwe Diep),"2,500 per month",5 rooms,105 m²
1156,Apartment Wolbrantskerkweg,1069 DA Amsterdam (Osdorp-Midden),"2,200 per month",5 rooms,132 m²
1157,Apartment Govert Flinckstraat,1074 CC Amsterdam (Oude Pijp),"4,599 per month",3 rooms,110 m²
1158,Apartment Vierwindendwarsstraat,1013 LB Amsterdam (Haarlemmerbuurt),"4,599 per month",3 rooms,77 m²
1159,Apartment Nassaukade,1052 CS Amsterdam (Frederik Hendrikbuurt),"4,599 per month",3 rooms,80 m²
1160,Apartment Bos en Lommerplein 38,1055 EK Amsterdam (Landlust),"1,800 per month",3 rooms,90 m²
1161,Studio Elizabeth Cady Stantonplein,"1102 BL Amsterdam (Bijlmer Centrum (D,F,H))",655 per month,1 room,30 m²
1162,Apartment Arent Janszoon Ernststraat 727,1082 LJ Amsterdam (Buitenveldert-West),"3,150 per month",5 rooms,75 m²
1163,Apartment Kleiburg,"1104 EA Amsterdam (Bijlmer Oost (E,G,K))","1,500 per month",2 rooms,60 m²
1164,Apartment Arent Janszoon Ernststraat 577 studio,1082 LD Amsterdam (Buitenveldert-West),"2,000 per month",2 rooms,30 m²
1165,Apartment Tasmanstraat 3,1013 PW Amsterdam (Houthavens),"2,150 per month",4 rooms,100 m²
1166,Apartment Dam,1012 JS Amsterdam (Burgwallen-Oude Zijde),"7,500 per month",4 rooms,134 m²
1167,Apartment Rondeel,1083 ME Amsterdam (Buitenveldert-Oost),"2,500 per month",3 rooms,105 m²
1168,Apartment Pieter Cornelisz. Hooftstraat,1071 BS Amsterdam (Museumkwartier),"4,800 per month",3 rooms,84 m²
1169,Apartment Ditlaar,1066 EE Amsterdam (Sloter-/Riekerpolder),"1,550 per month",1 room,40 m²
1170,Apartment Silodam,1013 AW Amsterdam (Houthavens),"2,000 per month",3 rooms,90 m²
1171,Apartment Cornelis van Vollenhovenstraat 178,1063 KV Amsterdam (Slotermeer-Zuidwest),"1,800 per month",3 rooms,77 m²
1172,Apartment Hazenstraat,1016 SP Amsterdam (Jordaan),"4,599 per month",3 rooms,100 m²
1173,Apartment Quellijnstraat,1072 XW Amsterdam (Oude Pijp),"3,999 per month",2 rooms,75 m²
1174,Apartment Nieuwe Kerkstraat,1018 DW Amsterdam (Weesperbuurt/Plantage),"5,199 per month",4 rooms,110 m²
1175,Apartment Keizersgracht,1016 EJ Amsterdam (Grachtengordel-West),"4,599 per month",3 rooms,100 m²
1176,Apartment Berenstraat,1016 GG Amsterdam (Grachtengordel-West),"5,199 per month",4 rooms,95 m²
1177,Apartment Eerste Lindendwarsstraat,1015 LE Amsterdam (Jordaan),"4,599 per month",3 rooms,95 m²
1178,Apartment Cruquiusweg,1019 AT Amsterdam (Oostelijk Havengebied),750 per month,1 room,105 m²
1179,Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"1,950 per month",3 rooms,90 m²
1180,Apartment Droogbak,1013 GG Amsterdam (Haarlemmerbuurt),"1,995 per month",3 rooms,70 m²
